country,column,class,n_missing,pct_missing
Pakistan,OBS_02_RA5,numeric,4692,93.5
Pakistan,OBS_02_RA6,numeric,4692,93.5
Pakistan,OBS_02_RA7,numeric,4692,93.5
Pakistan,OBS_02_RA8,numeric,4692,93.5
Pakistan,OBS_02_RA9,numeric,4692,93.5
Pakistan,OBS_02_RA10,numeric,4692,93.5
Pakistan,OBS_02_RA11,numeric,4692,93.5
Pakistan,OBS_02_RA12,numeric,4692,93.5
Pakistan,OBS_02_RA13,numeric,4692,93.5
Pakistan,OBS_02_RA14,numeric,4692,93.5
Pakistan,OBS_02_RA15,numeric,4692,93.5
Pakistan,OBS_02_RA16,numeric,4692,93.5
Pakistan,OBS_02_RA17,numeric,4692,93.5
Pakistan,OBS_02_RA18,numeric,4692,93.5
Pakistan,OBS_02_RA19,numeric,4692,93.5
Pakistan,OBS_02_RA20,numeric,4692,93.5
Pakistan,OBS_02_RA21,numeric,4692,93.5
Pakistan,OBS_02_RA22,numeric,4692,93.5
Pakistan,OBS_02_RA23,numeric,4692,93.5
Pakistan,OBS_02_RA24,numeric,4692,93.5
Pakistan,OBS_02_RA25,numeric,4692,93.5
Pakistan,OBS_02_RA26,numeric,4725,94.16
Pakistan,OBS_02_RA27,numeric,4725,94.16
Pakistan,OBS_02_RA28,numeric,4725,94.16
Pakistan,OBS_02_RA29,numeric,4725,94.16
Pakistan,OBS_02_RA30,numeric,4725,94.16
Pakistan,OBS_02_RA31,numeric,4776,95.18
Pakistan,OBS_02_RA32,numeric,4776,95.18
Pakistan,OBS_02_RA33,numeric,4776,95.18
Pakistan,OBS_02_RA34,numeric,4776,95.18
Pakistan,OBS_02_RA35,numeric,4776,95.18
Pakistan,OBS_02_RA36,numeric,4776,95.18
Pakistan,OBS_02_RA37,numeric,4776,95.18
Pakistan,OBS_02_RA38,numeric,4776,95.18
Pakistan,OBS_02_RA39,numeric,4776,95.18
Pakistan,OBS_02_RA40,numeric,4776,95.18
Pakistan,OBS_02_RA41,numeric,4889,97.43
Pakistan,OBS_02_RA42,numeric,4889,97.43
Pakistan,OBS_02_RA43,numeric,4889,97.43
Pakistan,OBS_02_RA44,numeric,4889,97.43
Pakistan,OBS_02_RA45,numeric,4889,97.43
Pakistan,OBS_02_RA46,numeric,4889,97.43
Pakistan,OBS_02_RA47,numeric,4889,97.43
Pakistan,OBS_02_RA48,numeric,4889,97.43
Pakistan,OBS_02_RA49,numeric,4889,97.43
Pakistan,OBS_02_RA50,numeric,4889,97.43
Pakistan,OBS_03_RA,"haven_labelled, vctrs_vctr, double",4692,93.5
Pakistan,sample_strata,"haven_labelled, vctrs_vctr, double",6,0.12
Pakistan,Final_01,"haven_labelled, vctrs_vctr, double",0,0
Pakistan,RA_HH_04_cat2,factor,0,0
Pakistan,RA_HH_04_cat4,factor,0,0
Pakistan,HH_Educ02a_RA,"haven_labelled, vctrs_vctr, double",1061,21.14
Pakistan,HH_Educ07_RA,"haven_labelled, vctrs_vctr, double",401,7.99
Pakistan,HH_Educ14_RA,"haven_labelled, vctrs_vctr, double",4666,92.99
Pakistan,primary_complete_RA,numeric,3737,74.47
Pakistan,lowersec_complete_RA,numeric,4124,82.18
Pakistan,uppersec_complete_RA,numeric,4720,94.06
Pakistan,health_access,"haven_labelled, vctrs_vctr, double",0,0
Pakistan,health_all,numeric,0,0
Pakistan,RBM10303,"haven_labelled, vctrs_vctr, double",0,0
Pakistan,RBM20401,"haven_labelled, vctrs_vctr, double",68,1.36
Pakistan,RBM20402,"haven_labelled, vctrs_vctr, double",88,1.75
Pakistan,RBM21301,"haven_labelled, vctrs_vctr, double",58,1.16
Pakistan,working_age,numeric,477,9.51
Pakistan,employed,numeric,0,0
Pakistan,unemployed,numeric,0,0
Pakistan,labour_force,numeric,0,0
Pakistan,RBM21303,"haven_labelled, vctrs_vctr, double",3281,65.38
Pakistan,C040301_15_24,"haven_labelled, vctrs_vctr, double",3678,73.3
Pakistan,C040301_25_45,"haven_labelled, vctrs_vctr, double",2522,50.26
Pakistan,C050b01,"haven_labelled, vctrs_vctr, double",0,0
Pakistan,isce93,numeric,3438,68.51
Pakistan,ins_sector,numeric,3438,68.51
Pakistan,socsec,numeric,3438,68.51
Pakistan,painleave,numeric,3438,68.51
Pakistan,sickleave,numeric,3438,68.51
Pakistan,parentalleave,numeric,3438,68.51
Pakistan,registered,numeric,3438,68.51
Pakistan,bookkeep,numeric,3438,68.51
Pakistan,unit_prod,numeric,3438,68.51
Pakistan,job_nature,numeric,3438,68.51
Pakistan,hourly_pay,integer,3895,77.62
Pakistan,C080502,"haven_labelled, vctrs_vctr, double",3185,63.47
Pakistan,employed_youth,numeric,3647,72.68
Pakistan,unemployed_youth,numeric,4895,97.55
Pakistan,youth_education,numeric,3652,72.78
Pakistan,youth_training,numeric,113,2.25
Pakistan,num_C080601,numeric,0,0
Pakistan,denominator_age,numeric,0,0
Pakistan,C081002,"haven_labelled, vctrs_vctr, double",59,1.18
Pakistan,C200204,"haven_labelled, vctrs_vctr, double",350,6.97
Pakistan,C160105,numeric,0,0
Pakistan,dispute,numeric,8,0.16
Pakistan,C170801,"haven_labelled, vctrs_vctr, double",0,0
Zambia,start,"POSIXct, POSIXt",0,0
Zambia,end,"POSIXct, POSIXt",0,0
Zambia,Intro_07,factor,0,0
Zambia,Intro_03a_NUTS1,character,0,0
Zambia,Intro_03b_NUTS2,character,0,0
Zambia,Intro_03c_NUTS3,character,0,0
Zambia,age_selected,numeric,2,0.05
Zambia,HH_02_RA,factor,0,0
Zambia,disability_RA,factor,3,0.07
Zambia,COO_RA,character,3,0.07
Zambia,Intro_09,factor,0,0
Zambia,_uuid,character,0,0
Zambia,wgh_strata_spec_resp,numeric,0,0
Zambia,wgh_samp_pop_restr_resp,numeric,0,0
Zambia,samp_strat,factor,0,0
Zambia,pop_strat,factor,0,0
Zambia,_index,character,0,0
Zambia,source,character,0,0
Zambia,_id,integer,0,0
Zambia,uuid,character,0,0
Zambia,AdultAvail,character,0,0
Zambia,visit1,character,4277,99.23
Zambia,visit2,character,4281,99.33
Zambia,visit3,character,4291,99.56
Zambia,random1ap2,numeric,3585,83.18
Zambia,eadult_nap2,numeric,3585,83.18
Zambia,epositionap2,character,3585,83.18
Zambia,random_indexap2,numeric,3586,83.2
Zambia,selected_adultap2,numeric,3585,83.18
Zambia,unem_sampled2,character,3585,83.18
Zambia,AdultAvail2,character,3585,83.18
Zambia,visit12,character,4302,99.81
Zambia,visit22,character,4302,99.81
Zambia,visit32,character,4303,99.84
Zambia,random1ap3,numeric,4083,94.73
Zambia,eadult_nap3,numeric,4083,94.73
Zambia,epositionap3,character,4083,94.73
Zambia,random_indexap3,numeric,4083,94.73
Zambia,selected_adultap3,numeric,4083,94.73
Zambia,unem_sampled3,character,4083,94.73
Zambia,AdultAvail3,character,4083,94.73
Zambia,visit13,character,4306,99.91
Zambia,visit23,character,4307,99.93
Zambia,visit33,character,4307,99.93
Zambia,random1ap4,numeric,4232,98.19
Zambia,eadult_nap4,numeric,4232,98.19
Zambia,epositionap4,character,4232,98.19
Zambia,random_indexap4,numeric,4232,98.19
Zambia,selected_adultap4,numeric,4232,98.19
Zambia,unem_sampled4,character,4232,98.19
Zambia,AdultAvail4,character,4232,98.19
Zambia,random1ap5,numeric,4290,99.54
Zambia,eadult_nap5,numeric,4290,99.54
Zambia,epositionap5,character,4290,99.54
Zambia,random_indexap5,numeric,4290,99.54
Zambia,selected_adultap5,numeric,4290,99.54
Zambia,unem_sampled5,character,4290,99.54
Zambia,AdultAvail5,character,4290,99.54
Zambia,visit25,character,4309,99.98
Zambia,selected_adultap,numeric,2,0.05
Zambia,unem_sampled,character,1,0.02
Zambia,age_selected_001,numeric,0,0
Zambia,HH_08_selected,numeric,0,0
Zambia,ID_VAR_randomadult,numeric,0,0
Zambia,Adultinterviewctd,numeric,0,0
Zambia,signature_RM,character,0,0
Zambia,RM_consent,character,0,0
Zambia,RM_consent_StartTime,"POSIXct, POSIXt",0,0
Zambia,W01_1,numeric,0,0
Zambia,W01_1_StartTime,"POSIXct, POSIXt",0,0
Zambia,W01_2,numeric,0,0
Zambia,SMW_random1,numeric,0,0
Zambia,SMW_random2,numeric,3,0.07
Zambia,W02_1,numeric,0,0
Zambia,W02_2,numeric,0,0
Zambia,W02_3,numeric,0,0
Zambia,W02_4,numeric,0,0
Zambia,W02_5,numeric,0,0
Zambia,W02_6,numeric,0,0
Zambia,W02_7a,numeric,0,0
Zambia,W02_8,numeric,935,21.69
Zambia,W02_9,numeric,0,0
Zambia,W02_10,numeric,0,0
Zambia,W02_11,numeric,0,0
Zambia,SMW_random3,numeric,0,0
Zambia,SMW_random4,numeric,4,0.09
Zambia,randomW03,numeric,0,0
Zambia,roundrand,numeric,6,0.14
Zambia,SMW_random5,numeric,0,0
Zambia,SMW_random6,numeric,2,0.05
Zambia,SMW_random7,numeric,0,0
Zambia,SMW_random8,numeric,3,0.07
Zambia,H00a,character,0,0
Zambia,H00a_specify,character,4280,99.3
Zambia,H00b,character,33,0.77
Zambia,H00b_specify,character,4175,96.87
Zambia,H00c,character,33,0.77
Zambia,HH00c1,character,1484,34.43
Zambia,HH00c2,character,2912,67.56
Zambia,HH00c3,character,2912,67.56
Zambia,H01,character,0,0
Zambia,H01_StartTime,"POSIXct, POSIXt",555,12.88
Zambia,H01a,character,0,0
Zambia,H01afilter,numeric,0,0
Zambia,H01_1,character,0,0
Zambia,H02,character,2844,65.99
Zambia,H02_OT,integer,2844,65.99
Zambia,H02_G,integer,2844,65.99
Zambia,H02_F,integer,2844,65.99
Zambia,H02_E,integer,2844,65.99
Zambia,H02_D,integer,2844,65.99
Zambia,H02_C,integer,2844,65.99
Zambia,H02_B,integer,2844,65.99
Zambia,H02_A,integer,2844,65.99
Zambia,H02_specify,character,4258,98.79
Zambia,H04,character,2844,65.99
Zambia,H06,character,2947,68.38
Zambia,H08,character,4207,97.61
Zambia,H08_Y,integer,4207,97.61
Zambia,H08_X,integer,4207,97.61
Zambia,H08_H,integer,4207,97.61
Zambia,H08_G,integer,4207,97.61
Zambia,H08_F,integer,4207,97.61
Zambia,H08_E,integer,4207,97.61
Zambia,H08_D,integer,4207,97.61
Zambia,H08_C,integer,4207,97.61
Zambia,H08_B,integer,4207,97.61
Zambia,H08_A,integer,4207,97.61
Zambia,H08_specify,character,4288,99.49
Zambia,H11,character,2947,68.38
Zambia,H11_label,character,2947,68.38
Zambia,H11_specify,character,4308,99.95
Zambia,H11a,character,2950,68.45
Zambia,H11a_specify,character,4299,99.74
Zambia,H15_calculate,character,0,0
Zambia,H15_calculate_french,character,345,8
Zambia,H15,character,3039,70.51
Zambia,H16,character,4287,99.47
Zambia,H16_OT,integer,4287,99.47
Zambia,H16_I,integer,4287,99.47
Zambia,H16_H,integer,4287,99.47
Zambia,H16_G,integer,4287,99.47
Zambia,H16_F,integer,4287,99.47
Zambia,H16_E,integer,4287,99.47
Zambia,H16_DK,integer,4287,99.47
Zambia,H16_D,integer,4287,99.47
Zambia,H16_C,integer,4287,99.47
Zambia,H16_B,integer,4287,99.47
Zambia,H16_A,integer,4287,99.47
Zambia,H16_specify,character,4304,99.86
Zambia,H16a1,numeric,4218,97.87
Zambia,H16a2,numeric,4287,99.47
Zambia,H17,character,4287,99.47
Zambia,H17_label,character,4287,99.47
Zambia,H17_specify,character,4308,99.95
Zambia,H17_3,character,4289,99.51
Zambia,H17_3_specify,character,4307,99.93
Zambia,H21,character,4287,99.47
Zambia,H21_1,character,4301,99.79
Zambia,H21_2,character,4298,99.72
Zambia,H21_3,character,4298,99.72
Zambia,MovFree01b,character,1937,44.94
Zambia,MovFree01b_StartTime,"POSIXct, POSIXt",1936,44.92
Zambia,MovFree01a,character,1937,44.94
Zambia,MovFree02,character,2200,51.04
Zambia,MovFree03,character,1937,44.94
Zambia,MovFree04,character,2719,63.09
Zambia,MovFree05,numeric,3547,82.3
Zambia,MovFree06,numeric,3547,82.3
Zambia,MovFree07,numeric,3563,82.67
Zambia,MovFree08,character,3547,82.3
Zambia,MovFree09,character,3563,82.67
Zambia,Mob01a,character,0,0
Zambia,Mob01b,numeric,3416,79.26
Zambia,Mob02,character,3416,79.26
Zambia,Mob02_RF,integer,3416,79.26
Zambia,Mob02_OT,integer,3416,79.26
Zambia,Mob02_C,integer,3416,79.26
Zambia,Mob02_B,integer,3416,79.26
Zambia,Mob02_A,integer,3416,79.26
Zambia,Mob02_camp_other,character,4289,99.51
Zambia,Mob02_village_other,character,4126,95.73
Zambia,Mob02_city_other,character,3684,85.48
Zambia,Mob02_other,character,4231,98.17
Zambia,Mob03a,character,3416,79.26
Zambia,Mob03a_RF,integer,3416,79.26
Zambia,Mob03a_OT,integer,3416,79.26
Zambia,Mob03a_K,integer,3416,79.26
Zambia,Mob03a_J,integer,3416,79.26
Zambia,Mob03a_I,integer,3416,79.26
Zambia,Mob03a_H,integer,3416,79.26
Zambia,Mob03a_G,integer,3416,79.26
Zambia,Mob03a_F,integer,3416,79.26
Zambia,Mob03a_E,integer,3416,79.26
Zambia,Mob03a_D,integer,3416,79.26
Zambia,Mob03a_C,integer,3416,79.26
Zambia,Mob03a_B,integer,3416,79.26
Zambia,Mob03a_A,integer,3416,79.26
Zambia,Mob03a_other,character,4055,94.08
Zambia,Mob03b,character,2459,57.05
Zambia,Mob04a,character,0,0
Zambia,Mob04b,numeric,4280,99.3
Zambia,Mob05,character,4280,99.3
Zambia,Mob06a,character,4280,99.3
Zambia,Mob06a_RF,integer,4280,99.3
Zambia,Mob06a_OT,integer,4280,99.3
Zambia,Mob06a_K,integer,4280,99.3
Zambia,Mob06a_J,integer,4280,99.3
Zambia,Mob06a_I,integer,4280,99.3
Zambia,Mob06a_H,integer,4280,99.3
Zambia,Mob06a_G,integer,4280,99.3
Zambia,Mob06a_F,integer,4280,99.3
Zambia,Mob06a_E,integer,4280,99.3
Zambia,Mob06a_D,integer,4280,99.3
Zambia,Mob06a_C,integer,4280,99.3
Zambia,Mob06a_B,integer,4280,99.3
Zambia,Mob06a_A,integer,4280,99.3
Zambia,Mob06a_other,character,4300,99.77
Zambia,Mob06b,character,30,0.7
Zambia,Res01,character,1937,44.94
Zambia,Res02,character,1937,44.94
Zambia,Res02_EndTime,"POSIXct, POSIXt",1936,44.92
Zambia,educleveladult,numeric,0,0
Zambia,educleveladult2,numeric,0,0
Zambia,HHeduc28,numeric,0,0
Zambia,HHeduc28_Greater,numeric,0,0
Zambia,HHeduc28_lower,numeric,0,0
Zambia,educleveladult_lbl,character,3058,70.95
Zambia,educ_now,numeric,1068,24.78
Zambia,Educ_ever,numeric,688,15.96
Zambia,educlevelR,character,1439,33.39
Zambia,gradecodeHH,character,0,0
Zambia,EducR00a,character,3609,83.74
Zambia,EducR00a_StartTime,"POSIXct, POSIXt",3602,83.57
Zambia,EducR00b,character,4276,99.21
Zambia,calculate_EducR01,character,0,0
Zambia,calculate_EducR01_swahili,character,1709,39.65
Zambia,calculate_EducR01_nyanja,character,1709,39.65
Zambia,calculate_EducR01_bemba,character,163,3.78
Zambia,EducR01,character,3097,71.86
Zambia,EducR02_other,character,3880,90.02
Zambia,EducR02,character,3279,76.08
Zambia,EducR03,character,3279,76.08
Zambia,EducR04,character,3279,76.08
Zambia,EducR05,character,4203,97.52
Zambia,EducR05_other,character,4275,99.19
Zambia,EducR06,character,4203,97.52
Zambia,EducR06_other,character,4275,99.19
Zambia,EducR07,character,4203,97.52
Zambia,EducR20,character,3610,83.76
Zambia,EducR21,character,4076,94.57
Zambia,EducR21a,character,4095,95.01
Zambia,EducR22,character,4101,95.15
Zambia,EducR23,character,4294,99.63
Zambia,EducR23_OT,integer,4294,99.63
Zambia,EducR23_98,integer,4294,99.63
Zambia,EducR23_5,integer,4294,99.63
Zambia,EducR23_4,integer,4294,99.63
Zambia,EducR23_3,integer,4294,99.63
Zambia,EducR23_2,integer,4294,99.63
Zambia,EducR23_1,integer,4294,99.63
Zambia,EducR24,character,4117,95.52
Zambia,EducR24_OT,integer,4117,95.52
Zambia,EducR24_99,integer,4117,95.52
Zambia,EducR24_98,integer,4117,95.52
Zambia,EducR24_4,integer,4117,95.52
Zambia,EducR24_3,integer,4117,95.52
Zambia,EducR24_2,integer,4117,95.52
Zambia,EducR24_1,integer,4117,95.52
Zambia,EducR08,character,0,0
Zambia,EducR08trigger,"POSIXct, POSIXt",32,0.74
Zambia,HealthcareEndTrigger,"POSIXct, POSIXt",42,0.97
Zambia,EducR09,character,3865,89.68
Zambia,EducR10,character,3865,89.68
Zambia,EducR10_other,character,4153,96.36
Zambia,EducR11,numeric,3865,89.68
Zambia,EducR12,character,3865,89.68
Zambia,EducR12a,character,3865,89.68
Zambia,EducR13,character,0,0
Zambia,EducR14,numeric,4144,96.15
Zambia,EducR14b,character,4144,96.15
Zambia,EducR15,numeric,4144,96.15
Zambia,noteEduc16_17_1,logical,4310,100
Zambia,noteEduc16_17_2,logical,4310,100
Zambia,noteEduc16_17_3,logical,4310,100
Zambia,noteEduc16_17_4,logical,4310,100
Zambia,noteEduc16_17_5,logical,4310,100
Zambia,noteEduc16_17_6,logical,4310,100
Zambia,calcPos_1,numeric,4144,96.15
Zambia,calcPos_2,numeric,4261,98.86
Zambia,calcPos_3,numeric,4288,99.49
Zambia,calcPos_4,numeric,4300,99.77
Zambia,calcPos_5,numeric,4304,99.86
Zambia,calcPos_6,numeric,4308,99.95
Zambia,noteTraining_1,logical,4310,100
Zambia,noteTraining_2,logical,4310,100
Zambia,noteTraining_3,logical,4310,100
Zambia,noteTraining_4,logical,4310,100
Zambia,noteTraining_5,logical,4310,100
Zambia,noteTraining_6,logical,4310,100
Zambia,TrProg1_EducR16,character,4144,96.15
Zambia,TrProg2_EducR16,character,4261,98.86
Zambia,TrProg3_EducR16,character,4288,99.49
Zambia,TrProg4_EducR16,character,4300,99.77
Zambia,TrProg5_EducR16,character,4304,99.86
Zambia,TrProg6_EducR16,character,4308,99.95
Zambia,TrProg1_EducR16_other,character,4218,97.87
Zambia,TrProg2_EducR16_other,character,4280,99.3
Zambia,TrProg3_EducR16_other,character,4295,99.65
Zambia,TrProg4_EducR16_other,character,4303,99.84
Zambia,TrProg5_EducR16_other,character,4307,99.93
Zambia,TrProg6_EducR16_other,character,4308,99.95
Zambia,EducR17_1,character,4283,99.37
Zambia,EducR17_2,character,4299,99.74
Zambia,EducR17_3,character,4307,99.93
Zambia,EducR17_4,character,4309,99.98
Zambia,EducR17_5,character,4308,99.95
Zambia,EducR17_6,character,4310,100
Zambia,EducR17_other_1,character,4306,99.91
Zambia,EducR17_other_2,character,4309,99.98
Zambia,EducR17_other_3,character,4310,100
Zambia,EducR17_other_4,character,4310,100
Zambia,EducR17_other_5,character,4310,100
Zambia,EducR17_other_6,character,4310,100
Zambia,EducR18,character,4158,96.47
Zambia,EducR18_RF,integer,4158,96.47
Zambia,EducR18_OT,integer,4158,96.47
Zambia,EducR18_DK,integer,4158,96.47
Zambia,EducR18_D,integer,4158,96.47
Zambia,EducR18_C,integer,4158,96.47
Zambia,EducR18_B,integer,4158,96.47
Zambia,EducR18_A,integer,4158,96.47
Zambia,EducR18_other,character,4283,99.37
Zambia,EducR19,character,4158,96.47
Zambia,EducR19_RF,integer,4158,96.47
Zambia,EducR19_OT,integer,4158,96.47
Zambia,EducR19_E,integer,4158,96.47
Zambia,EducR19_DK,integer,4158,96.47
Zambia,EducR19_D,integer,4158,96.47
Zambia,EducR19_C,integer,4158,96.47
Zambia,EducR19_B,integer,4158,96.47
Zambia,EducR19_A,integer,4158,96.47
Zambia,EducR19_other,character,4292,99.58
Zambia,EMP01,character,0,0
Zambia,EMP01_EndTime,"POSIXct, POSIXt",0,0
Zambia,EMP02,character,0,0
Zambia,EMP03,character,0,0
Zambia,EMP04,character,1806,41.9
Zambia,EMP05,character,1806,41.9
Zambia,EMP06a,character,1842,42.74
Zambia,EMP06b,character,3362,78
Zambia,EMP06c,character,3409,79.1
Zambia,EMP06d,character,3545,82.25
Zambia,EMP07_1,character,2766,64.18
Zambia,EMP07_1_other,character,4168,96.71
Zambia,EMP07_2,character,3344,77.59
Zambia,EMP09,character,2766,64.18
Zambia,EMP09_other,character,4075,94.55
Zambia,EMP10,character,3147,73.02
Zambia,EMP10_other,character,4189,97.19
Zambia,EMP10_1,character,3624,84.08
Zambia,EMP10_2,character,4045,93.85
Zambia,EMP10_3,character,3624,84.08
Zambia,EMP10_4,character,4275,99.19
Zambia,EMP10_5,character,4275,99.19
Zambia,EMP10_6,character,4275,99.19
Zambia,EMP10_6a,character,4275,99.19
Zambia,EMP10_6b,character,3624,84.08
Zambia,EMP10_6b_other,character,4196,97.35
Zambia,EMP10_6c,character,4202,97.49
Zambia,EMP10_7,numeric,3969,92.09
Zambia,EMP10_8a,character,3969,92.09
Zambia,EMP10_8b,character,3969,92.09
Zambia,EMP10_8d,character,3969,92.09
Zambia,EMP10_10,character,3969,92.09
Zambia,EMP10_11,character,3969,92.09
Zambia,EMP10_12,character,3969,92.09
Zambia,EMP10_14,character,3492,81.02
Zambia,EMP10_15a,character,2766,64.18
Zambia,EMP10_15,numeric,3880,90.02
Zambia,EMP10_16,numeric,3880,90.02
Zambia,EMP10_17,numeric,3880,90.02
Zambia,EMP10_18,character,3880,90.02
Zambia,EMP10_18_other,character,4306,99.91
Zambia,EMP10_18_label,character,3880,90.02
Zambia,EMP10_18_label2,character,3880,90.02
Zambia,EMP10_19_amount,numeric,3880,90.02
Zambia,EMP10_19_currency,character,3880,90.02
Zambia,EMP10_19a_amount,numeric,3342,77.54
Zambia,EMP10_19a_currency,character,3342,77.54
Zambia,EMP10_19b,character,3342,77.54
Zambia,EMP10_19b_other,character,4291,99.56
Zambia,EMP10_19b_label,character,3342,77.54
Zambia,EMP10_19b_label2,character,3342,77.54
Zambia,EMP10_19c,numeric,3342,77.54
Zambia,EMP11a,character,2766,64.18
Zambia,EMP12,character,2766,64.18
Zambia,EMP16_2,character,4151,96.31
Zambia,EMP18,character,2766,64.18
Zambia,EMP19,numeric,4230,98.14
Zambia,EMP20,character,2766,64.18
Zambia,EMP21,character,2766,64.18
Zambia,EMP22,character,3451,80.07
Zambia,EMP23,character,2766,64.18
Zambia,EMP24,numeric,4112,95.41
Zambia,EMP25a,character,1442,33.46
Zambia,EMP25aa,character,1442,33.46
Zambia,Emp25b,character,1982,45.99
Zambia,Emp25b_other,character,3821,88.65
Zambia,Emp25bb,character,1805,41.88
Zambia,Emp25bb_other,character,3986,92.48
Zambia,EMP27,character,1442,33.46
Zambia,EMP29,character,2343,54.36
Zambia,EMP30,character,1442,33.46
Zambia,EMP30_other,character,3342,77.54
Zambia,Exp01_random1,numeric,0,0
Zambia,Exp01_random2,numeric,7,0.16
Zambia,Exp01a,character,81,1.88
Zambia,Exp01aTrigger,"POSIXct, POSIXt",2127,49.35
Zambia,Exp01c,character,81,1.88
Zambia,Exp01d,character,81,1.88
Zambia,Exp01e,character,81,1.88
Zambia,Exp01f,character,81,1.88
Zambia,Exp01g,character,81,1.88
Zambia,Exp01h,character,81,1.88
Zambia,Exp01i,character,81,1.88
Zambia,Exp01j,character,81,1.88
Zambia,Exp01k,character,81,1.88
Zambia,Exp01l,character,81,1.88
Zambia,Exp01m,character,81,1.88
Zambia,Exp01n,character,81,1.88
Zambia,Exp01o,character,81,1.88
Zambia,Exp01p,character,81,1.88
Zambia,Exp01q,character,4217,97.84
Zambia,Exp01q_calc,character,4217,97.84
Zambia,Exp02a,character,1842,42.74
Zambia,Exp02c,character,3012,69.88
Zambia,Exp02d,character,3335,77.38
Zambia,Exp02e,character,2035,47.22
Zambia,Exp02f,character,1585,36.77
Zambia,Exp02g,character,2996,69.51
Zambia,Exp02h,character,3953,91.72
Zambia,Exp02i,character,3942,91.46
Zambia,Exp02j,character,2819,65.41
Zambia,Exp02k,character,4135,95.94
Zambia,Exp02l,character,3832,88.91
Zambia,Exp02m,character,4095,95.01
Zambia,Exp02n,character,4216,97.82
Zambia,Exp02o,character,3730,86.54
Zambia,Exp02p,character,4217,97.84
Zambia,Exp03,character,622,14.43
Zambia,Exp04_months,numeric,3490,80.97
Zambia,Exp04_years,numeric,3490,80.97
Zambia,Exp05,character,3490,80.97
Zambia,Exp05_other,character,4128,95.78
Zambia,Skills00,character,1252,29.05
Zambia,Skill01a,character,1402,32.53
Zambia,Skill01b,character,1402,32.53
Zambia,Skill01c,character,1402,32.53
Zambia,Skill01d,character,1402,32.53
Zambia,Skills03a,character,1402,32.53
Zambia,Skills03b,character,1402,32.53
Zambia,Skills03b_yes,character,3233,75.01
Zambia,Skills03c,character,1402,32.53
Zambia,Skills03c_yes,character,3441,79.84
Zambia,Skills06a,character,0,0
Zambia,Skills06b,character,0,0
Zambia,Skills06c,character,0,0
Zambia,Skills06d,character,0,0
Zambia,Skills38a,character,0,0
Zambia,Skills38b,character,0,0
Zambia,Skills38c,character,0,0
Zambia,Skills41a,character,0,0
Zambia,Skills41b,character,0,0
Zambia,Skills41c,character,0,0
Zambia,Skills41d,character,0,0
Zambia,Skills42a,character,0,0
Zambia,Skills42b,character,0,0
Zambia,Skills42b_EndTime,"POSIXct, POSIXt",0,0
Zambia,JobLegal1,character,1215,28.19
Zambia,JobLegal1_StartTime,"POSIXct, POSIXt",1215,28.19
Zambia,JobLegal5,character,1220,28.31
Zambia,JobLegal2,character,1341,31.11
Zambia,JobLegal3,character,4287,99.47
Zambia,JobLegal4,character,4302,99.81
Zambia,JobLegal6,character,4308,99.95
Zambia,JobLegal6_OT,integer,4308,99.95
Zambia,JobLegal6_99,integer,4308,99.95
Zambia,JobLegal6_98,integer,4308,99.95
Zambia,JobLegal6_4,integer,4308,99.95
Zambia,JobLegal6_3,integer,4308,99.95
Zambia,JobLegal6_2,integer,4308,99.95
Zambia,JobLegal6_1,integer,4308,99.95
Zambia,JobLegal7,character,3594,83.39
Zambia,JobLegal8,character,4268,99.03
Zambia,JobLegal8_OT,integer,4268,99.03
Zambia,JobLegal8_99,integer,4268,99.03
Zambia,JobLegal8_98,integer,4268,99.03
Zambia,JobLegal8_3,integer,4268,99.03
Zambia,JobLegal8_2,integer,4268,99.03
Zambia,JobLegal8_1,integer,4268,99.03
Zambia,JobLegal9,character,3636,84.36
Zambia,JobLegal9_OT,integer,3636,84.36
Zambia,JobLegal9_99,integer,3636,84.36
Zambia,JobLegal9_4,integer,3636,84.36
Zambia,JobLegal9_3,integer,3636,84.36
Zambia,JobLegal9_2,integer,3636,84.36
Zambia,JobLegal9_1,integer,3636,84.36
Zambia,JobLegal10,character,1220,28.31
Zambia,JobLegal11,character,1378,31.97
Zambia,JobLegal12,character,4283,99.37
Zambia,JobLegal13,character,4301,99.79
Zambia,JobLegal14,character,4304,99.86
Zambia,JobLegal14_OT,integer,4304,99.86
Zambia,JobLegal14_99,integer,4304,99.86
Zambia,JobLegal14_98,integer,4304,99.86
Zambia,JobLegal14_4,integer,4304,99.86
Zambia,JobLegal14_3,integer,4304,99.86
Zambia,JobLegal14_2,integer,4304,99.86
Zambia,JobLegal14_1,integer,4304,99.86
Zambia,JobLegal15,character,3619,83.97
Zambia,JobLegal16,character,4274,99.16
Zambia,JobLegal16_OT,integer,4274,99.16
Zambia,JobLegal16_99,integer,4274,99.16
Zambia,JobLegal16_98,integer,4274,99.16
Zambia,JobLegal16_3,integer,4274,99.16
Zambia,JobLegal16_2,integer,4274,99.16
Zambia,JobLegal16_1,integer,4274,99.16
Zambia,JobLegal17,character,3655,84.8
Zambia,JobLegal17_OT,integer,3655,84.8
Zambia,JobLegal17_99,integer,3655,84.8
Zambia,JobLegal17_5,integer,3655,84.8
Zambia,JobLegal17_4,integer,3655,84.8
Zambia,JobLegal17_3,integer,3655,84.8
Zambia,JobLegal17_2,integer,3655,84.8
